Movie,Year,Pass/Fail,Ranking,Categorisation
Poetry,2010,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Point Break,1991,Fail,5,Fewer than two women in this movie
Point Break,2015,Fail,5,Fewer than two women in this movie
Point of No Return/The Assassin,1993,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Poison Ivy II,1996,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Poison for the Fairies,1984,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pokemon Detective Pikachu,2019,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pokemon the Movie: Destiny Deoxys,2004,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Pokemon the Movie: I Choose You!,2017,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pokemon: Jirachi - Wish Maker,2003,Pass,2,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Pokemon: Mewtwo Strikes Back - Evolution,2019,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pokemon: The Movie 2000,2000,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pokémon: The Rise of Darkrai,2007,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Polar,2019,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
Police Academy,1984,Pass,2,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Police Academy 2: Their First Assignment,1985,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Police Academy 3: Back in Training,1986,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Police Academy 4: Citizens on Patrol,1987,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Police Academy 5: Assignment: Miami Beach,1988,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Police Academy 6: City Under Siege,1989,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Police Academy: Mission to Moscow,1994,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
"Police, Adjective",2009,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Polisse,2011,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pollyanna,1920,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Poltergeist,1982,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Poltergeist III,1988,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Polyester,1981,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Polytechnique,2009,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pompeii,2014,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Pontypool,2008,Fail,5,Fewer than two women in this movie
Pooh's Grand Adventure: The Search for Christopher Robin,1997,Fail,5,Fewer than two women in this movie
Pope Joan,2009,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Popeye,1980,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Popstar: Never Stop Never Stopping,2016,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Populaire,2012,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
Porco Rosso (Kurenai no Buta),1992,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
Porky's,1982,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
